19
957 1951
852 296 665
452 161 250
205 299 950
518 698 597
308 825 926
395 903 461
747 297 108
215 641 381
757 487 731
819 319 362
771 371 402
803 732 340
541 357 841
383 884 514
462 588 93
784 804 525
230 785 807
669 2 446
269 889 434
658 271 265
493 530 668
68 703 863
314 577 25
570 616 539
206 529 767
764 778 261
351 460 47
934 49 727
320 868 31
356 912 570
326 183 862
535 197 200
635 493 613
600 74 660
642 144 45
488 528 225
627 577 60
828 293 534
6 849 949
409 610 13
427 874 187
606 386 344
154 314 399
902 632 42
173 230 884
490 254 54
606 539 535
949 485 865
16 852 833
606 505 843
116 351 130
39 569 769
849 309 28
781 503 635
304 132 204
689 132 50
546 909 353
226 820 806
53 775 996
876 955 456
411 495 640
289 621 409
812 13 227
451 879 508
597 647 377
270 387 228
41 874 752
390 253 253
287 939 783
695 9 717
621 606 165
933 833 582
794 244 528
844 376 702
636 311 381
343 907 656
658 492 477
400 767 860
909 210 627
894 736 935
37 461 892
664 836 842
662 371 129
507 181 820
178 871 876
211 251 910
215 295 616
869 585 896
759 651 92
331 739 414
753 889 511
570 243 921
457 157 63
658 728 882
154 731 466
473 954 672
115 337 934
547 378 986
663 811 155
782 200 517
943 369 162
585 54 298
790 809 712
103 647 353
13 308 734
536 622 810
781 828 413
784 807 424
215 460 347
127 302 744
255 561 102
517 374 438
535 489 890
242 251 262
188 662 620
510 674 656
572 875 491
750 65 240
202 442 747
730 848 130
544 875 556
896 532 943
95 749 46
839 846 845
774 794 923
835 194 860
237 513 910
626 80 185
27 506 235
815 488 75
393 648 324
706 443 834
427 417 691
758 420 278
389 288 511
436 129 584
576 121 378
34 310 950
917 662 444
573 493 464
806 666 873
713 955 578
723 181 897
673 23 699
82 795 632
779 262 607
801 814 523
552 54 515
628 366 14
39 947 764
877 64 168
422 843 953
693 240 619
188 34 248
680 901 472
103 418 438
489 247 105
378 249 191
730 351 192
140 371 236
882 200 972
738 81 430
79 670 815
764 714 38
248 377 764
531 483 918
524 96 168
943 519 896
422 208 779
875 545 112
205 667 342
562 264 790
377 919 926
595 121 691
441 198 449
523 218 871
687 626 805
760 575 316
278 907 953
932 301 415
527 425 309
808 750 358
919 342 12
415 917 671
525 716 133
338 840 232
111 296 846
901 530 181
736 821 522
939 124 243
764 394 185
590 257 558
379 22 495
201 11 826
635 417 956
448 468 972
235 163 188
665 450 167
348 746 595
116 577 777
799 629 772
660 730 697
236 874 583
270 649 842
424 437 65
555 475 445
644 196 636
576 790 722
382 62 383
820 376 272
921 415 825
718 86 660
445 173 411
919 213 811
740 799 331
832 859 330
437 769 327
79 62 547
433 665 923
686 268 348
338 755 292
130 208 642
437 783 401
282 540 364
691 737 571
914 766 589
43 315 289
27 907 650
647 50 844
279 228 962
166 195 232
368 860 566
333 232 288
882 169 860
188 778 483
527 675 902
150 621 942
18 54 451
910 11 890
273 859 858
459 538 728
390 746 624
878 796 371
601 29 728
430 425 165
139 261 829
288 733 659
449 551 902
800 703 548
267 248 105
816 643 922
620 520 153
376 161 993
276 263 506
678 29 27
955 9 395
175 736 387
159 551 431
421 898 395
493 265 721
160 99 46
671 41 757
888 716 536
905 434 888
159 132 91
782 145 848
585 596 956
227 582 70
514 264 717
426 175 765
896 530 85
602 921 353
317 216 761
860 754 641
910 39 203
131 307 138
274 739 261
22 641 541
489 829 83
344 545 877
708 336 330
325 782 612
311 463 466
892 21 466
828 53 825
307 635 897
904 169 229
177 114 700
633 435 104
913 113 375
821 70 836
277 899 82
295 149 376
471 630 556
72 567 975
354 696 539
576 896 827
157 158 950
762 146 489
567 491 339
899 402 262
46 307 87
299 152 160
156 34 392
282 158 131
603 114 529
742 2 116
624 876 97
499 444 523
203 610 774
304 558 673
517 211 858
207 347 474
480 327 607
721 44 158
10 268 326
408 650 639
378 418 935
845 941 138
442 730 891
301 836 489
519 308 322
468 442 946
150 638 99
882 442 215
53 616 489
802 785 129
73 651 947
173 23 338
578 766 554
498 213 914
658 301 541
153 184 924
80 483 707
846 124 968
4 251 888
767 321 87
530 777 868
822 513 353
262 508 231
811 27 881
218 479 63
918 317 183
157 649 692
855 690 854
712 257 326
239 379 464
59 551 548
843 777 376
857 583 319
142 346 842
528 182 775
230 885 616
358 839 951
558 4 464
49 336 195
914 937 248
242 953 464
733 179 156
789 664 640
671 484 261
788 812 459
924 237 197
463 449 624
147 129 920
21 594 353
539 30 795
908 865 247
833 773 723
319 710 680
879 773 183
174 939 190
168 931 96
77 442 621
257 934 944
66 436 741
73 392 155
580 415 76
380 390 976
806 955 208
885 608 417
46 620 636
442 578 920
816 508 241
760 763 493
747 584 668
303 346 71
319 712 156
869 711 635
621 281 648
882 625 159
214 51 46
869 951 333
362 582 1
102 157 579
732 104 201
468 853 817
551 274 86
702 530 806
29 769 441
635 72 812
97 461 769
488 949 298
929 156 883
458 732 506
735 362 102
573 110 326
646 249 854
188 554 782
358 136 776
126 767 715
685 640 854
135 110 969
170 754 231
412 777 159
537 91 229
432 404 194
510 953 573
168 38 60
878 419 733
82 476 674
886 443 25
645 620 90
824 100 244
17 947 884
864 186 66
855 474 898
222 938 444
91 488 770
725 699 924
447 925 793
779 249 946
475 129 508
399 597 458
765 73 537
365 9 781
741 933 485
189 834 487
197 260 227
531 157 51
597 68 637
430 819 262
114 152 620
844 610 733
512 417 432
226 15 934
619 438 666
461 804 919
112 821 751
480 7 889
71 641 927
900 471 587
636 332 584
211 552 27
825 628 752
806 207 979
818 287 369
127 405 727
919 648 927
622 922 512
311 598 496
466 606 188
737 431 235
103 224 644
572 23 563
679 421 171
853 548 58
526 134 325
478 555 684
400 169 13
442 436 691
284 110 422
721 697 799
568 590 146
461 670 566
173 348 646
88 648 789
303 662 622
331 164 965
713 450 119
866 368 812
743 151 393
450 447 904
566 758 692
418 558 511
619 598 183
665 142 252
123 28 353
464 480 411
634 447 649
583 715 527
25 794 270
698 858 681
558 2 607
635 777 469
153 295 972
937 851 436
813 508 712
550 577 688
4 458 908
116 331 977
396 3 534
177 789 234
605 462 380
832 415 197
435 467 197
71 391 958
629 957 401
460 850 763
596 570 756
661 674 171
79 403 62
25 207 963
534 459 109
768 666 233
492 533 187
915 747 706
904 238 157
226 277 690
928 760 238
742 259 128
472 34 39
565 456 325
1 455 551
821 80 300
358 501 480
425 677 830
625 455 671
863 531 606
322 408 315
246 207 833
809 226 410
269 769 113
760 793 667
355 120 466
142 130 782
651 47 856
654 192 517
650 738 808
430 124 111
527 447 906
348 891 572
807 369 589
244 576 516
37 419 560
356 835 478
833 926 317
168 418 543
532 900 268
757 680 566
727 25 20
867 14 815
194 402 297
232 373 932
755 661 9
660 571 210
190 50 329
394 364 765
205 19 389
464 484 971
592 198 579
298 690 398
418 115 113
50 274 10
600 568 559
543 863 654
252 280 837
60 67 291
268 216 711
142 492 364
444 733 850
705 566 251
116 139 49
683 595 480
415 136 818
497 617 829
929 763 60
767 890 201
421 114 619
368 617 909
751 521 543
524 805 787
60 581 977
78 265 900
729 646 274
542 714 952
618 563 995
763 205 829
190 676 906
950 557 948
29 600 545
443 59 237
923 864 955
367 153 482
923 771 311
52 251 104
560 21 343
406 596 751
542 2 454
528 257 79
679 422 486
604 56 660
16 824 769
905 933 409
88 468 123
762 320 417
695 766 41
127 129 154
99 854 742
916 472 410
213 597 361
479 215 987
283 219 129
570 594 656
225 87 917
243 308 360
603 52 214
756 677 614
520 351 510
593 528 703
303 896 455
375 107 765
705 611 597
303 847 172
764 254 600
496 614 324
544 238 297
71 79 960
951 572 180
663 392 491
738 192 779
673 485 385
606 759 839
490 374 247
782 92 857
416 585 535
930 95 94
34 938 944
733 329 483
614 7 226
142 743 881
843 901 885
109 788 469
483 560 242
242 29 236
532 665 640
149 269 262
658 396 588
590 261 621
298 519 441
325 189 55
747 821 209
294 309 594
713 369 706
424 322 750
119 908 133
772 794 373
718 767 961
695 18 693
579 76 738
393 69 79
36 953 481
127 417 727
512 665 497
318 200 389
23 812 458
29 435 995
303 330 321
632 597 530
898 152 929
398 189 124
666 568 228
581 60 962
576 712 384
184 333 709
609 439 347
433 687 921
773 545 333
472 737 761
774 165 541
3 891 915
308 955 648
939 782 562
876 370 790
761 42 409
758 489 802
327 719 6
488 876 867
708 322 336
94 288 524
941 405 656
60 563 969
677 279 691
68 151 171
588 626 798
501 864 895
727 568 196
248 648 607
698 817 259
566 783 653
39 743 279
711 135 357
931 375 175
241 542 549
842 11 196
664 269 911
688 260 134
739 150 504
82 286 52
724 363 280
242 404 606
241 468 946
631 795 9
217 573 839
680 177 726
112 835 826
743 499 433
5 510 891
870 86 164
553 286 618
74 699 718
580 897 449
831 241 429
707 132 587
323 184 766
694 215 913
125 803 784
650 490 967
286 734 685
25 143 406
267 28 628
201 813 414
649 909 363
631 178 659
542 267 60
749 10 212
514 395 14
909 613 195
513 34 54
334 95 16
482 121 213
909 660 987
163 871 483
638 523 67
400 843 609
862 627 431
938 647 896
825 83 287
332 926 180
841 532 842
680 163 163
858 165 79
147 203 431
476 22 449
3 37 117
929 470 353
456 633 196
441 352 746
810 155 8
495 592 349
499 782 61
287 919 121
154 886 649
196 525 371
908 738 223
216 186 320
209 430 947
429 497 187
561 815 161
282 528 828
744 340 397
565 278 53
178 423 89
897 803 602
158 369 681
782 702 226
422 292 435
149 103 474
229 553 142
640 488 341
737 123 526
749 169 581
166 352 638
450 419 18
159 384 861
162 516 282
400 97 690
752 262 370
329 759 225
286 116 98
270 808 5
381 907 512
331 18 885
772 557 977
575 550 755
188 850 416
619 839 329
152 343 591
258 338 196
74 186 413
17 924 930
882 82 400
728 826 153
488 37 963
135 22 790
568 594 652
263 451 425
32 324 533
771 429 362
169 77 789
584 170 509
94 529 697
649 196 115
154 250 369
139 623 890
892 650 962
314 662 597
385 816 50
365 382 132
261 20 567
24 846 511
430 852 924
442 800 192
292 580 398
147 253 367
854 910 15
653 335 423
780 830 556
321 293 118
100 479 765
835 388 885
438 149 728
463 495 802
189 310 264
682 273 321
103 658 283
230 35 750
443 831 46
803 689 991
408 825 534
812 332 995
228 123 673
443 797 308
956 773 502
953 205 408
157 263 356
468 816 393
642 318 958
391 383 297
897 166 307
114 648 720
743 506 684
388 428 310
71 653 210
537 381 319
211 1 934
1 231 27
865 593 802
266 200 468
164 763 994
855 148 335
146 825 960
899 80 696
407 878 946
78 821 168
25 929 13
179 475 776
3 272 964
670 843 504
441 114 222
928 950 312
469 100 702
512 395 872
643 622 899
45 179 809
488 627 882
337 811 625
644 920 122
245 247 866
618 432 15
605 601 19
420 589 628
156 788 691
945 376 917
945 231 794
583 188 111
129 105 483
715 441 88
195 405 860
880 758 201
613 677 504
64 547 221
414 86 800
937 681 343
869 217 731
498 176 736
64 804 719
17 377 189
589 860 3
403 613 245
8 225 764
561 640 537
402 658 113
582 615 557
616 299 837
824 825 111
432 794 605
784 915 37
300 320 614
536 904 670
5 477 530
793 60 161
315 323 378
593 557 461
872 399 472
60 718 81
468 758 608
10 748 454
600 418 228
727 696 328
433 538 929
689 195 330
682 343 468
871 312 326
755 566 70
46 457 372
376 547 554
488 716 798
956 375 563
825 66 275
489 795 81
649 523 719
856 323 502
180 714 646
423 298 716
908 725 250
849 780 737
352 36 746
260 683 811
37 726 940
510 812 418
539 65 981
360 91 106
425 381 67
571 548 760
169 736 89
634 570 473
119 246 106
76 553 43
526 907 300
512 78 75
714 843 438
886 241 259
379 743 425
328 878 783
137 181 12
950 778 821
726 568 894
917 259 695
835 771 505
565 189 367
99 123 444
935 137 897
485 12 980
65 694 96
715 129 669
75 273 639
808 352 410
892 75 554
497 901 423
786 44 160
402 152 954
505 381 490
32 382 803
476 385 596
17 233 677
747 707 396
685 31 252
200 742 996
485 448 254
210 199 913
182 41 162
650 267 208
273 121 331
889 890 552
829 684 279
176 14 292
786 739 84
457 139 602
717 242 119
82 755 460
281 785 717
163 750 52
496 466 740
625 376 210
667 633 939
476 720 269
636 844 392
337 405 584
648 290 176
189 282 937
314 140 28
441 471 780
562 243 55
255 594 326
514 714 543
787 421 698
812 112 193
620 632 239
495 244 232
59 514 991
226 501 392
33 677 324
279 92 113
265 124 161
780 845 832
945 36 548
411 177 146
140 710 420
259 492 87
824 718 906
573 19 741
444 402 753
37 128 702
702 787 882
720 579 602
888 289 293
911 534 916
660 181 119
903 254 572
903 210 52
23 242 111
460 930 491
29 599 709
310 396 69
727 637 353
452 890 155
98 420 49
2 235 354
350 100 289
767 452 658
454 730 70
328 765 924
864 524 587
108 650 202
851 372 185
387 210 231
852 718 416
943 845 397
280 889 820
422 739 918
51 205 643
114 786 610
564 88 739
832 846 789
507 485 671
790 920 378
213 652 307
539 514 614
780 396 21
108 495 470
607 174 615
628 69 706
560 876 834
573 734 564
448 465 369
209 241 85
723 368 904
609 299 720
501 560 971
937 887 416
455 893 577
486 886 788
762 471 171
435 677 408
709 746 665
525 367 265
356 18 327
116 7 535
399 470 158
717 213 489
875 523 642
32 951 255
117 758 680
479 428 261
413 867 27
37 682 539
718 509 164
744 304 329
452 637 12
710 748 718
394 546 964
106 852 591
327 323 69
559 772 53
678 172 825
81 402 727
764 155 670
932 176 180
239 877 845
616 173 100
825 157 267
287 21 116
187 14 920
473 136 394
61 82 751
564 509 219
809 835 114
337 230 232
752 898 967
121 128 755
115 285 531
832 666 551
547 534 326
459 893 223
798 623 15
12 97 118
99 399 667
550 194 398
919 1 296
29 925 553
753 927 487
327 301 154
870 431 541
915 565 605
838 863 609
144 535 647
246 240 246
223 493 707
380 553 913
414 529 321
659 92 7
851 673 428
492 489 399
82 20 48
131 644 398
478 618 838
772 723 78
92 890 969
154 128 6
758 746 601
292 259 811
504 304 365
445 847 545
410 676 478
434 787 104
368 494 263
631 621 735
883 218 873
917 660 787
575 196 3
126 94 565
358 693 738
275 495 371
759 132 638
837 547 8
769 859 550
199 8 84
933 678 81
300 722 341
520 337 198
901 155 743
287 99 637
257 545 874
822 376 433
631 881 550
174 561 249
46 167 168
420 851 457
261 116 283
866 838 665
40 571 575
228 272 185
863 216 794
166 364 497
210 286 822
133 780 642
88 649 199
446 213 530
253 555 442
581 431 115
860 566 962
803 539 795
769 745 257
927 274 547
438 905 242
779 748 267
653 379 629
730 468 665
25 633 733
495 517 196
423 776 725
662 541 185
699 460 930
121 688 322
21 280 475
100 463 702
757 864 812
693 234 530
420 811 963
125 806 281
503 30 745
576 916 132
766 534 511
68 813 715
198 334 209
854 328 454
882 163 355
325 541 187
203 119 766
275 918 765
348 476 520
570 638 360
131 562 550
132 209 612
844 522 908
924 774 451
457 95 324
770 486 428
231 688 533
706 477 341
809 440 457
651 334 167
707 837 699
352 741 663
348 144 59
310 721 447
680 673 113
435 686 816
799 723 212
850 177 682
925 516 527
471 250 555
52 100 530
732 818 966
618 526 315
451 948 248
215 162 922
390 503 551
708 455 866
498 750 561
510 883 908
69 550 65
841 235 543
310 347 6
164 299 585
63 799 464
833 163 479
522 244 743
68 366 971
442 612 591
460 46 664
210 742 667
271 610 37
627 957 417
123 150 463
238 656 490
378 394 697
908 355 695
571 882 479
100 780 401
775 414 703
349 106 611
506 133 387
401 438 825
639 722 436
416 441 899
136 640 974
538 340 393
785 3 209
579 53 158
152 730 301
98 542 319
123 37 565
927 929 976
905 128 648
674 240 752
33 563 389
49 611 808
747 347 384
68 340 482
573 620 155
857 812 510
794 388 479
4 254 886
520 632 465
5 842 184
487 251 631
378 414 670
297 32 197
240 444 966
461 883 695
193 241 211
914 498 941
648 662 152
503 16 193
566 896 183
880 179 799
170 240 774
865 602 897
532 549 168
419 616 43
73 502 66
289 867 76
864 392 358
801 377 865
648 931 725
589 27 701
678 45 423
121 93 894
819 359 104
94 588 623
842 195 218
436 504 711
531 294 681
313 717 976
769 404 402
911 25 173
833 471 36
416 207 263
632 623 122
421 417 690
631 626 786
328 903 85
517 214 968
421 856 515
724 702 599
325 414 45
637 757 927
579 374 612
943 842 727
895 608 164
250 772 699
735 665 665
843 543 364
193 381 859
344 49 530
144 722 238
656 460 31
768 359 842
671 507 105
340 654 146
437 554 237
665 632 642
816 828 680
47 82 181
2 94 953
268 386 208
675 156 350
191 145 611
601 714 610
489 325 660
73 1 905
462 527 238
467 240 244
780 653 414
859 403 243
459 194 194
490 930 444
840 628 779
121 848 557
168 539 739
199 282 309
826 262 339
400 884 180
97 798 194
319 382 778
106 172 764
46 817 27
400 40 937
219 159 168
48 197 104
845 911 260
888 99 165
628 323 984
691 340 343
604 273 856
936 34 497
325 279 840
365 747 22
836 872 743
925 474 871
588 335 619
709 100 315
760 431 808
152 636 966
190 868 655
227 333 196
354 917 446
535 127 401
539 512 418
578 266 940
177 547 679
711 132 543
150 440 207
136 627 408
826 320 909
546 450 765
140 407 206
396 293 681
587 368 545
24 348 236
228 775 600
754 899 179
175 540 332
70 759 462
185 627 246
466 770 880
588 620 565
155 147 478
402 100 995
469 549 503
199 725 405
845 117 329
769 622 718
9 776 508
285 647 538
122 833 322
441 8 226
481 754 494
650 417 434
741 133 81
951 446 151
491 492 116
875 787 119
492 147 416
62 859 549
328 586 925
291 828 190
666 423 92
419 824 553
58 453 58
850 659 242
32 593 973
122 560 111
147 198 400
140 753 151
905 802 194
597 222 783
656 629 329
352 529 292
836 918 491
125 705 392
344 728 298
672 111 353
415 892 317
123 260 925
112 682 238
45 160 926
838 11 670
238 873 399
454 546 336
197 670 125
353 731 94
568 606 533
915 141 445
488 540 371
146 605 551
61 933 309
207 906 911
485 456 913
347 767 151
495 27 484
193 595 198
696 339 511
584 813 423
9 757 524
387 832 163
129 664 797
747 890 164
934 391 251
668 579 34
762 772 475
618 579 773
234 564 254
851 683 95
725 786 47
792 563 699
883 221 567
864 224 93
42 79 553
310 253 860
280 860 730
883 351 370
598 938 326
264 245 20
332 884 118
560 608 37
851 508 925
129 337 378
232 208 203
195 754 594
40 373 296
536 596 386
114 932 879
272 231 158
312 143 452
259 279 132
382 288 460
335 131 34
491 455 648
551 588 712
468 504 626
751 508 24
810 524 846
588 461 483
797 871 595
416 293 188
781 238 988
872 491 203
319 278 614
373 223 389
640 123 375
276 886 709
495 851 588
782 474 294
509 173 350
880 550 656
836 11 105
376 264 930
335 153 67
295 491 552
267 145 446
74 365 106
607 7 61
117 322 384
873 755 93
320 762 881
927 865 604
594 350 793
791 452 789
676 431 356
876 490 711
68 382 638
716 272 365
335 34 365
846 422 982
890 409 800
308 66 762
94 465 660
325 198 546
506 558 775
881 849 140
279 881 7
761 746 519
540 174 703
550 666 97
39 45 892
551 400 148
560 278 70
571 191 850
362 461 544
20 591 129
274 8 208
199 842 449
328 501 110
54 115 83
164 78 379
222 253 951
332 904 959
872 229 558
508 482 933
374 383 742
676 772 847
788 220 157
657 548 768
629 639 970
508 476 566
65 930 822
218 864 329
233 356 937
788 306 739
586 293 302
791 507 223
247 554 401
189 649 824
851 233 766
220 355 848
255 838 803
850 530 931
438 452 959
318 757 85
913 588 156
728 355 35
799 812 632
274 519 268
359 521 170
955 563 526
34 486 739
715 561 240
492 525 625
531 761 458
809 729 770
319 711 150
610 863 773
419 586 918
830 825 259
255 724 335
537 249 908
81 723 413
535 286 387
295 415 30
275 194 620
205 467 252
188 872 812
422 233 340
877 660 552
369 74 540
484 395 477
381 64 963
526 87 148
346 262 360
300 780 128
420 834 640
869 722 202
914 408 973
548 319 846
581 713 454
411 11 111
387 716 452
565 494 800
935 894 52
801 691 311
263 479 982
56 96 660
718 666 757
408 811 816
573 142 126
533 151 345
243 561 578
88 452 600
770 373 794
446 246 144
845 497 903
272 473 939
683 700 684
167 57 583
242 69 691
947 469 580
203 271 990
808 526 393
822 238 938
896 798 802
386 332 303
190 61 477
34 64 111
272 92 612
683 564 317
63 720 502
175 555 858
584 582 749
383 330 657
560 586 55
324 861 47
273 545 483
36 114 107
933 824 145
550 337 572
588 178 4
459 543 906
314 908 975
373 371 183
440 692 226
772 811 393
822 150 302
414 85 591
121 145 401
208 719 440
589 507 383
620 263 787
566 955 749
696 190 649
175 201 635
460 231 555
220 302 972
564 68 804
114 327 216
931 543 561
637 427 841
209 228 49
521 61 884
889 349 967
124 744 533
924 495 847
248 90 246
844 182 524
585 281 840
29 877 604
513 264 92
273 384 985
669 856 702
337 224 475
530 137 60
330 738 180
451 364 585
766 502 682
769 634 293
21 278 458
348 409 907
157 924 607
137 794 492
225 798 463
150 521 514
114 913 353
145 281 668
360 566 807
274 547 905
667 332 798
672 163 178
32 887 660
838 660 788
467 304 224
301 935 980
580 429 202
767 117 319
821 87 298
547 756 948
925 514 21
123 283 331
314 636 689
602 165 212
640 352 233
286 163 341
745 228 473
594 563 824
866 772 304
746 564 177
122 29 462
532 804 485
913 733 378
588 230 74
39 685 361
45 717 946
856 93 389
760 759 936
351 371 826
220 862 7
720 451 119
87 419 90
295 10 124
722 299 352
581 623 167
568 700 357
794 235 800
515 167 790
802 545 835
756 84 555
630 675 130
209 769 600
434 7 254
882 236 332
407 718 852
918 627 373
819 848 702
88 610 156
823 36 775
467 355 199
96 162 244
410 363 568
687 184 485
789 64 568
829 166 907
916 319 926
688 712 275
454 234 601
6 123 559
107 667 677
628 666 921
487 665 963
910 383 723
859 576 173
55 265 731
8 306 867
558 690 214
197 801 805
688 437 655
928 708 378
70 87 449
204 525 848
709 654 235
770 857 427
314 467 705
438 641 373
274 554 933
827 1962
642 346 544
199 459 851
785 273 98
131 155 449
355 590 853
15 739 556
684 232 175
807 262 617
440 507 983
35 20 829
268 656 359
801 399 160
748 223 102
273 317 140
341 18 446
508 190 108
508 447 611
300 228 26
64 215 17
654 358 768
399 95 285
148 781 115
556 788 777
591 739 352
525 565 53
496 337 315
140 685 593
37 644 458
588 527 907
40 236 709
591 154 594
87 497 257
740 264 479
500 218 733
777 741 681
485 714 129
365 114 583
507 455 431
301 215 587
210 327 251
647 59 563
139 410 140
548 528 556
429 274 88
750 539 250
379 492 99
46 276 105
706 533 944
16 558 375
129 543 508
38 714 247
649 308 169
604 125 370
629 583 933
190 441 853
493 304 248
247 191 29
303 245 349
113 222 77
719 437 243
348 217 525
73 731 114
103 75 271
504 337 353
65 795 592
461 737 907
350 253 385
389 358 443
172 358 908
96 811 761
314 385 710
319 553 154
756 21 328
783 574 508
189 619 143
399 1 277
699 437 50
697 491 371
323 550 61
128 25 722
738 200 411
243 298 592
25 42 512
351 501 279
85 655 663
570 173 361
326 810 505
597 521 506
192 636 719
543 242 45
148 601 169
406 293 273
161 789 737
485 147 396
634 753 820
410 524 48
727 96 854
352 386 831
644 611 347
121 228 354
789 121 616
501 710 530
402 365 882
671 731 643
592 670 433
345 157 310
504 642 120
35 338 750
552 76 740
321 198 322
316 92 339
731 307 627
320 230 139
647 675 708
762 313 96
376 630 962
254 445 54
799 463 941
325 42 347
360 477 192
800 704 22
616 822 843
519 714 667
1 456 761
554 232 637
148 230 282
719 526 850
369 250 52
725 647 376
596 476 844
774 301 152
173 450 512
391 732 467
411 35 650
465 88 441
111 492 993
810 271 719
483 565 752
300 696 979
801 464 590
712 745 59
319 98 396
435 714 898
133 659 910
299 80 300
245 617 465
439 431 256
377 758 620
217 525 697
83 311 844
337 605 428
785 560 372
674 552 233
786 397 785
738 540 154
348 711 327
192 292 313
70 169 78
414 487 990
396 609 865
235 561 215
478 680 812
225 591 850
130 722 854
585 303 672
580 510 958
649 304 871
739 390 14
782 638 61
378 680 29
761 744 315
269 125 211
327 489 395
111 51 862
233 30 845
596 24 74
481 430 171
532 24 317
67 609 461
373 699 875
471 540 430
246 130 356
440 409 48
103 437 476
721 403 293
755 780 137
374 788 196
440 103 526
267 243 834
696 522 87
694 232 777
312 317 71
790 275 270
690 738 799
292 87 624
649 302 981
195 296 500
232 51 484
815 497 348
231 105 696
142 608 724
398 203 196
221 682 94
299 746 868
354 350 322
3 15 468
178 471 895
744 364 405
822 608 168
87 566 110
689 633 881
769 660 857
15 111 44
260 151 390
469 325 930
655 178 536
84 527 950
698 653 43
491 405 447
64 713 369
331 394 722
88 92 53
45 797 338
560 311 940
81 515 219
346 403 398
188 818 44
430 819 550
121 159 310
75 3 907
590 767 608
683 570 333
384 289 526
335 798 833
595 265 567
463 375 29
681 242 675
427 188 522
760 274 546
173 787 558
37 587 433
83 259 117
258 611 978
609 768 902
374 807 833
650 300 304
397 518 855
75 23 390
92 475 200
116 696 23
785 146 50
712 344 630
163 22 688
550 233 673
560 39 372
74 820 23
337 598 384
335 803 433
304 669 712
547 611 861
348 168 792
201 304 551
349 322 914
661 608 458
526 33 97
570 707 716
697 237 775
331 826 41
678 178 153
520 736 90
579 365 641
175 694 666
194 157 566
547 450 539
256 649 458
114 778 850
796 168 30
1 153 890
260 57 587
795 13 380
203 42 855
789 479 829
710 363 273
620 603 905
507 637 472
258 613 340
327 179 184
805 141 501
330 331 999
318 474 533
578 683 557
532 683 992
346 608 224
540 396 414
520 120 840
483 309 254
782 54 792
592 533 585
444 5 642
699 297 930
47 316 44
204 362 44
3 428 891
322 212 7
353 429 585
230 565 433
553 516 675
359 236 382
67 487 444
469 113 858
559 718 595
634 824 538
679 458 168
240 84 839
124 443 984
112 451 428
408 575 926
567 446 513
803 163 912
394 38 311
285 223 324
615 779 433
75 227 335
769 200 217
468 126 697
5 724 512
568 739 599
62 232 465
433 202 126
239 753 719
100 824 650
775 291 270
203 175 613
213 585 993
721 340 732
708 616 82
621 618 259
267 116 297
412 687 937
102 582 261
48 112 114
697 337 978
247 602 300
326 630 163
552 238 793
282 391 123
334 241 64
613 625 261
41 612 176
649 82 276
730 668 41
537 324 284
242 23 990
630 553 975
5 373 421
24 116 612
594 685 284
636 4 986
247 319 389
500 286 167
752 497 349
183 345 642
276 440 493
140 109 788
450 284 319
67 153 994
539 26 430
598 59 698
608 73 504
370 710 546
765 79 119
420 573 371
315 106 442
102 708 413
643 661 326
194 544 849
100 448 320
756 709 970
427 259 173
