958 993
436 827 863
154 760 -443
633 265 463
65 253 -415
381 80 -719
870 237 116
280 22 -980
532 776 254
667 310 357
888 133 -942
141 312 -670
147 648 -205
839 361 -237
30 366 587
827 136 572
45 447 -75
879 768 -94
298 47 87
45 403 982
737 400 56
291 151 444
952 915 258
607 930 321
55 882 -479
390 731 534
308 242 -303
639 141 -660
880 883 -790
510 632 630
310 800 199
614 258 -533
424 47 84
935 251 182
55 46 395
156 205 107
434 729 -87
304 44 845
841 740 -942
268 541 -927
720 561 -7
587 883 -810
823 485 35
406 402 -52
955 837 -231
385 28 801
537 495 359
4 17 493
166 795 -790
330 301 -647
764 760 -729
49 950 -249
598 95 -72
539 736 -551
689 448 274
344 583 528
327 210 81
692 842 -838
601 643 858
407 547 273
449 287 -871
269 199 118
669 670 520
815 285 -936
430 262 691
460 341 -484
782 173 389
222 170 270
43 9 744
32 905 -891
834 671 -461
758 627 -218
941 655 615
533 881 -125
303 103 12
345 691 413
520 826 524
933 1 -673
520 509 -627
152 18 -823
496 811 838
308 143 193
594 714 433
455 645 462
146 401 -663
192 480 850
377 30 880
231 334 -476
716 721 -547
181 374 -232
207 552 115
266 561 -496
35 907 -995
218 545 -675
15 301 -210
670 359 427
808 321 -930
563 790 549
896 149 630
75 861 98
591 265 -653
2 456 728
939 109 -857
686 862 66
937 475 823
313 714 559
221 827 -943
285 38 928
361 73 577
124 567 961
847 634 492
215 135 -985
2 196 -756
584 200 -163
945 791 -696
122 561 -229
828 96 182
677 924 680
373 576 959
759 844 532
24 505 -289
636 820 -599
383 879 -787
339 306 -175
898 146 -621
788 615 221
25 231 -171
586 924 -650
302 739 -306
689 276 919
507 138 532
46 899 367
255 941 561
589 230 -27
557 11 647
811 829 744
862 655 -258
351 567 241
551 691 14
294 520 -281
90 473 -607
196 836 -309
821 632 -271
362 127 -826
585 304 -751
828 135 -533
735 72 -284
835 404 -497
886 813 641
804 106 -121
681 621 -329
723 497 -713
290 717 484
771 335 -128
319 153 -933
640 12 228
781 486 -669
705 422 858
567 490 843
595 534 -366
221 723 937
129 186 -391
351 352 923
406 303 -440
503 546 725
253 545 -404
431 753 971
313 502 891
103 242 395
247 695 589
564 407 200
217 249 76
553 490 -844
127 291 -138
39 753 593
276 400 571
231 852 567
893 302 -315
227 195 -93
689 159 -4
297 829 963
125 700 -425
160 706 -779
692 754 -410
624 316 712
540 268 493
453 814 -770
182 644 -704
629 516 -571
221 905 336
227 326 85
601 608 -712
914 161 -906
317 327 -527
258 631 -150
957 670 -912
871 237 928
448 212 -192
633 594 -939
306 43 648
451 71 316
483 313 -134
775 852 -794
392 891 -981
429 557 29
3 503 6
880 447 622
21 415 -127
750 308 -264
320 170 634
676 377 -126
193 497 517
602 440 -900
555 564 -733
944 505 1000
735 317 570
900 368 40
193 818 90
21 42 21
203 171 609
112 480 511
136 283 341
635 164 685
211 433 -251
388 556 -180
256 747 776
497 620 -845
345 282 -181
778 795 -893
777 934 -481
101 72 -324
423 553 873
705 477 -750
93 81 -664
214 884 583
409 38 -107
815 794 -195
428 73 395
390 230 534
745 383 482
58 944 -875
352 504 248
692 509 772
841 363 -380
98 55 -334
593 199 602
149 57 -475
148 460 -532
158 842 -43
443 808 -112
223 290 -15
615 198 987
564 927 850
336 80 188
853 198 -584
919 312 -561
871 208 101
688 352 473
629 368 381
335 802 186
835 350 260
682 788 34
200 930 177
151 772 -772
156 334 -918
676 2 -169
458 86 -433
881 866 -449
256 20 213
860 708 208
949 537 418
72 122 356
151 552 -321
517 768 -860
610 152 -523
455 900 278
508 199 -17
229 721 -36
696 478 -649
504 663 -41
25 449 -903
711 458 -176
919 95 614
533 324 -183
511 171 -161
619 305 363
63 779 796
730 886 533
821 918 494
889 951 -952
695 587 -685
473 228 -565
414 894 -898
629 203 -807
275 254 -919
274 117 -956
215 525 -203
693 557 874
491 692 638
614 250 660
731 346 -606
945 616 117
58 592 640
518 868 -692
947 513 -850
835 404 -84
612 490 482
333 2 106
635 386 46
108 578 -968
843 300 -26
820 831 -577
926 481 782
777 335 980
30 944 426
713 665 -597
907 881 -836
408 181 522
180 893 -819
861 304 662
69 438 -962
234 293 296
181 342 372
826 260 -428
652 574 268
788 284 561
816 453 -736
114 533 480
649 388 311
500 661 -216
426 360 -78
941 80 -344
956 236 -474
232 594 646
247 365 -735
81 708 164
160 896 -663
625 70 724
402 747 761
452 44 -596
379 205 -854
647 495 753
692 817 -85
946 209 477
76 452 -330
156 678 210
890 92 214
122 703 -866
309 53 876
386 305 650
664 613 573
503 780 -368
552 64 -472
377 589 499
788 94 -523
798 232 -262
503 693 -279
108 279 -702
686 599 578
205 946 -984
587 949 -740
19 481 241
202 141 105
405 160 -416
470 479 -997
304 155 -124
525 755 -32
64 214 -60
477 473 261
505 459 80
115 458 212
897 619 -831
586 683 -161
179 405 2
112 706 -46
251 631 -400
575 344 69
85 688 438
164 539 -316
385 406 61
167 755 -802
735 351 -145
449 619 -382
246 647 -328
676 679 185
89 944 -112
458 72 68
831 649 395
343 654 293
270 853 698
699 811 -325
199 671 767
457 637 -8
258 624 975
170 753 -657
224 396 575
681 195 129
686 64 -691
111 274 72
314 197 -102
687 5 -359
25 905 -524
368 908 -146
109 621 535
813 845 150
921 644 -279
636 417 921
52 375 -130
860 494 194
384 335 439
536 522 593
478 201 -233
231 263 477
579 271 216
799 696 990
906 715 -555
269 721 835
40 237 -647
879 309 334
691 915 930
606 461 -797
761 826 -881
614 325 -985
249 427 -32
258 130 -785
303 287 -893
266 636 696
98 746 341
666 85 -10
40 224 276
790 654 -950
919 277 215
75 614 -795
613 805 -492
281 871 592
494 207 998
579 6 -169
201 735 -860
619 186 -129
737 267 482
39 330 -418
682 156 -560
535 853 999
241 380 600
369 323 -172
409 629 3
191 743 -708
311 152 -688
850 692 -928
338 665 -655
443 939 36
947 272 -262
386 527 847
866 843 -1000
817 595 -86
657 761 739
575 747 323
11 685 272
735 651 -343
874 309 188
136 586 -273
958 172 -763
835 326 499
127 345 194
285 892 -136
408 549 220
64 769 -665
101 436 470
210 914 466
382 873 -415
936 59 572
375 604 -493
114 508 -916
402 72 34
154 681 43
904 744 -444
318 395 -39
161 641 -623
167 164 279
596 257 308
255 86 412
72 702 41
853 68 -959
847 517 709
635 789 180
298 35 -742
123 663 -511
696 261 814
868 919 922
128 400 344
685 533 143
613 40 -898
902 156 369
525 211 107
812 85 625
792 237 87
770 715 8
574 255 986
775 159 933
599 477 -566
81 49 160
394 733 154
416 804 855
385 236 -683
456 696 -506
682 858 -631
898 290 12
619 816 -426
320 491 312
218 910 380
950 610 -989
390 561 49
355 684 -626
54 451 449
619 460 177
766 519 168
337 115 212
957 242 662
647 651 -435
239 337 501
605 270 -638
569 594 -133
738 299 739
323 181 285
677 899 -737
874 600 515
719 510 967
116 566 853
95 241 -648
410 56 -641
452 741 -401
259 35 -428
439 46 -993
852 439 671
774 739 724
398 339 -390
404 476 574
223 254 -503
572 805 119
543 126 -932
669 417 -736
418 29 -471
790 709 -932
546 710 519
49 521 639
743 366 526
904 957 198
163 744 -167
920 602 -289
842 757 -225
871 880 -754
212 648 -270
844 661 -497
695 893 -431
740 7 678
298 453 -669
671 61 706
81 31 -31
835 840 -746
955 595 -337
243 752 296
236 730 -426
1 419 -703
35 170 615
669 929 -428
276 281 -62
665 295 -522
936 631 458
567 59 -700
107 384 807
152 246 397
164 812 -916
172 903 -888
187 901 267
760 883 636
899 105 498
898 67 927
208 587 -239
770 372 -897
600 682 -78
803 843 -130
204 16 -683
383 698 -499
787 877 337
514 509 -230
74 456 757
645 18 256
20 3 -126
605 17 -625
88 781 -951
727 555 627
18 679 -21
51 680 952
947 563 184
505 219 839
405 846 943
876 465 -583
845 25 -725
288 393 232
185 140 -829
717 187 -491
542 107 277
33 221 391
863 437 959
19 707 557
426 300 -877
550 643 185
166 61 -670
556 72 -153
930 155 937
528 817 -598
602 604 512
432 873 -352
744 639 315
601 364 95
365 776 649
685 555 837
110 336 -620
344 610 552
902 408 769
251 796 355
272 868 798
69 88 -718
752 461 -695
810 354 423
819 547 -532
923 617 -712
381 568 547
469 529 633
681 372 709
373 396 194
129 839 300
179 215 771
487 8 153
939 108 294
762 286 -105
48 591 216
458 81 239
181 692 522
189 207 720
253 608 488
560 522 -635
671 299 224
472 284 476
734 352 -369
643 133 -90
248 365 -945
154 687 722
107 765 -467
886 30 27
849 702 187
403 649 -54
768 495 797
854 292 910
7 17 -53
862 773 -854
582 804 430
158 134 -871
499 669 794
430 850 -896
789 456 -152
403 847 -720
193 796 -652
905 237 804
740 537 512
833 537 -853
733 453 120
154 772 -151
316 590 -212
436 674 499
773 200 -77
444 536 951
616 220 -400
223 342 66
175 748 621
724 353 621
466 897 479
701 401 64
606 365 234
951 681 -959
882 297 431
673 515 75
629 728 421
76 169 564
551 594 -661
397 203 -598
742 649 -844
135 309 -646
580 561 393
481 566 -571
749 169 738
635 838 73
472 308 -83
877 789 668
183 636 988
494 274 -916
674 277 -315
868 597 -554
509 84 -263
452 193 271
147 372 582
285 321 290
329 137 887
532 899 -445
507 851 -552
935 104 -340
861 798 -880
103 346 -142
266 504 -44
4 476 -640
481 262 413
186 461 667
275 433 484
686 917 472
620 34 642
206 562 962
790 701 868
149 213 -626
899 560 174
444 231 -561
695 640 560
937 737 742
914 325 688
467 478 95
948 787 345
681 484 -16
442 293 -430
768 793 -10
453 416 -939
383 946 -97
10 676 -970
847 78 -821
260 420 -171
373 267 -240
637 318 -280
613 583 -68
254 419 869
585 708 -284
382 557 414
649 661 690
101 444 -668
751 625 -785
146 329 69
944 904 -919
702 105 -523
122 680 -885
293 111 -854
529 958 -272
56 724 -687
782 957 391
188 617 227
822 415 74
657 336 671
585 257 -174
569 939 68
949 437 -455
165 333 -314
676 897 695
81 160 776
33 59 983
634 270 -816
478 763 -723
927 590 -729
732 862 581
163 94 131
61 609 -524
399 251 -82
279 626 250
238 618 -168
617 561 858
431 907 -198
670 440 533
796 532 -450
661 502 -614
173 527 919
260 844 -662
71 470 -528
772 698 142
862 458 -826
745 502 655
217 506 302
575 520 839
118 854 622
636 395 -647
244 255 393
774 750 907
839 181 599
809 613 -159
905 135 -290
628 827 -36
344 667 970
471 602 881
810 523 -414
475 263 641
458 798 43
436 36 510
828 464 -307
568 191 -48
194 872 637
665 812 188
764 276 215
768 124 -668
175 856 -686
735 786 -989
671 150 721
390 905 244
851 445 797
382 642 213
29 665 -469
168 958 -68
540 607 506
52 947 781
641 664 955
597 354 -429
802 357 79
222 147 554
240 253 -983
1 271 -333
355 833 -847
602 156 143
8 635 806
793 383 952
707 842 -512
783 711 -674
597 636 -841
8 838 -655
